url_path,views_total,views_unique
/jens62/geberit-aquaclean,62,31
/jens62/geberit-aquaclean/issues/19,39,11
/jens62/geberit-aquaclean/issues,24,6
/jens62/geberit-aquaclean/blob/main/docs/hacs-integration.md,16,6
/jens62/geberit-aquaclean/issues/20,11,4
/jens62/geberit-aquaclean/stargazers,10,2
/jens62/geberit-aquaclean/blob/main/docs/esphome.md,6,2
/jens62/geberit-aquaclean/blob/main/docs/hacs-user-is-sitting.png,5,4
/jens62/geberit-aquaclean/blob/main/docs/home-assistant.md,5,4
/jens62/geberit-aquaclean/blob/main/docs/developer/alba-ble-encryption.md,5,2
